PORT_COD;PORT_NME;PORT_AREA_COD;PORT_AREA_NME;BERTH_COD;BERTH_NME
FIANK;Ankkurissa merellä;ANK;Ei tiedossa;unknow;Ei tiedossa
FIBRA;Brändö;MUU;Ei tiedossa;MUU;Ei tiedossa
FIHAL;Deactivated Halla;HAL;Halla;HAL2;Halla 2
FIHAL;Deactivated Halla;HAL;Halla;HAL1;Halla 1
FIHAL;Deactivated Halla;MUU;Ei tiedossa;MUU;Ei tiedossa
FIDRA;Dragsfjärd;MUU;Ei tiedossa;MUU;Ei tiedossa
FIECK;Eckerö;MUU;Ei tiedossa;MUU;Ei tiedossa
FIENK;Enonkoski;MUU;Ei tiedossa;MUU;Ei tiedossa
FIESP;Espoo;MUU;Ei tiedossa;MUU;Ei tiedossa
FIEJO;Eurajoki;OLKI;Olkiluoto;Olki 1;Olki 1
FIEJO;Eurajoki;MUU;Ei tiedossa;MUU;Ei tiedossa
FIFAR;Färjsund;MUU;Ei tiedossa;MUU;Ei tiedossa
FIFOG;Föglö;MUU;Ei tiedossa;MUU;Ei tiedossa
FIFOR;Förby;MUU;Ei tiedossa;MUU;Ei tiedossa
FIGDB;Godby;MUU;Ei tiedossa;MUU;Ei tiedossa
FIKTK;HaminaKotka;HAL;HALLA;U1;HALU1
FIKTK;HaminaKotka;HAL;HALLA;U2;HALU2
FIKTK;HaminaKotka;HIE;HIETANEN;H1;HIEH1
FIKTK;HaminaKotka;HIE;HIETANEN;H2;HIEH2
FIKTK;HaminaKotka;ANK;ANKKURISSA;KAUN;KAUNISSAARI
FIKTK;HaminaKotka;KAN;KANTASATAMA;K1;KANK1
FIKTK;HaminaKotka;KAN;KANTASATAMA;K2;KANK2
FIKTK;HaminaKotka;KAN;KANTASATAMA;K3;KANK3
FIKTK;HaminaKotka;KAN;KANTASATAMA;K4;KANK4
FIKTK;HaminaKotka;KAN;KANTASATAMA;K5;KANK5
FIKTK;HaminaKotka;KAN;KANTASATAMA;K6;KANK6
FIKTK;HaminaKotka;HOY;HÖYRYVOIMA;M2;HÖYM2
FIKTK;HaminaKotka;KAN;KANTASATAMA;K7;KANK7
FIKTK;HaminaKotka;KAN;KANTASATAMA;K8;KANK8
FIKTK;HaminaKotka;KAN;KANTASATAMA;N/A_K9;KANK9  (Ei käytössä)
FIKTK;HaminaKotka;KAN;KANTASATAMA;P1;KANP1
FIKTK;HaminaKotka;KAN;KANTASATAMA;P2;KANP2
FIKTK;HaminaKotka;EU;Konttisatama;EU2;EU2
FIKTK;HaminaKotka;EU;Konttisatama;EU3;EU3
FIKTK;HaminaKotka;OIL;Öljysatama;MUU;Ei tiedossa
FIKTK;HaminaKotka;OIL;Öljysatama;O1;Ö1
FIKTK;HaminaKotka;OIL;Öljysatama;O2;Ö2
FIKTK;HaminaKotka;OIL;Öljysatama;O3;Ö3
FIKTK;HaminaKotka;GAS;Kaasulaituri;MUU;Ei tiedossa
FIKTK;HaminaKotka;GAS;Kaasulaituri;FG;FG
FIKTK;HaminaKotka;HILLO;Hillo;MUU;Ei tiedossa
FIKTK;HaminaKotka;HILLO;Hillo;H1;H1
FIKTK;HaminaKotka;HILLO;Hillo;H2;H2
FIKTK;HaminaKotka;HILLO;Hillo;H3;H3
FIKTK;HaminaKotka;HILLO;Hillo;H4;H4
FIKTK;HaminaKotka;HIIRK;Hiirenkari;MUU;Ei tiedossa
FIKTK;HaminaKotka;HIIRK;Hiirenkari;HK1;HK1
FIKTK;HaminaKotka;HIIRK;Hiirenkari;HK2;HK2
FIKTK;HaminaKotka;HIIRK;Hiirenkari;HK3;HK3
FIKTK;HaminaKotka;HIIRK;Hiirenkari;HK4;HK4
FIKTK;HaminaKotka;HIIRK;Hiirenkari;HK5;HK5
FIKTK;HaminaKotka;HIIRK;Hiirenkari;HK6;HK6
FIKTK;HaminaKotka;LAKUL;Lakulahti;MUU;Ei tiedossa
FIKTK;HaminaKotka;LAKUL;Lakulahti;L1;L1
FIKTK;HaminaKotka;LAKUL;Lakulahti;L2;L2
FIKTK;HaminaKotka;LAKUL;Lakulahti;L3;L3
FIKTK;HaminaKotka;LAKUL;Lakulahti;L4;L4
FIKTK;HaminaKotka;LAKUL;Lakulahti;L5;L5
FIKTK;HaminaKotka;LAKUL;Lakulahti;L6;L6
FIKTK;HaminaKotka;LAKUL;Lakulahti;L7;L7
FIKTK;HaminaKotka;LAKUL;Lakulahti;L8;L8
FIKTK;HaminaKotka;PALOK;Palokangas;MUU;Ei tiedossa
FIKTK;HaminaKotka;PALOK;Palokangas;PK1;PK1
FIKTK;HaminaKotka;PALOK;Palokangas;PK2;PK2
FIKTK;HaminaKotka;PALOK;Palokangas;PK3;PK3
FIKTK;HaminaKotka;SUM;Summa;MUU;Ei tiedossa
FIKTK;HaminaKotka;SUM;Summa;SUM;SUM
FIKTK;HaminaKotka;KLA;Klamila;MUU;Ei tiedossa
FIKTK;HaminaKotka;KLA;Klamila;KLA;KLA
FIKTK;HaminaKotka;HL;Hailikari;HL1;Hailikari 1
FIKTK;HaminaKotka;LAN;LÄNSISATAMA;MUU;Ei tiedossa
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);MUU;Ei tiedossa
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);MUU;Ei tiedossa
FIKTK;HaminaKotka;MUSNE;MUSSALO (NESTE);MUU;Ei tiedossa
FIKTK;HaminaKotka;HET;HIETANEN ETELÄ;MUU;Ei tiedossa
FIKTK;HaminaKotka;SUSAT;SUNILA, SATAMA OY;MUU;Ei tiedossa
FIKTK;HaminaKotka;SUSUN;SUNILA, SUNILA OY;MUU;Ei tiedossa
FIKTK;HaminaKotka;PUI;ÖLJYSATAMA;MUU;Ei tiedossa
FIKTK;HaminaKotka;EU;Konttisatama;EU4;EU4
FIKTK;HaminaKotka;EU;Konttisatama;MUU;Ei tiedossa
FIKTK;HaminaKotka;EU;Konttisatama;EU0;EU0
FIKTK;HaminaKotka;EU;Konttisatama;EU1;EU1
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);C?;MUSC?
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);B?;MUSB?
FIKTK;HaminaKotka;JAN;JÄNSKÄ;J1;JÄNSKÄ1
FIKTK;HaminaKotka;JAN;JÄNSKÄ;MUU;Ei tiedossa
FIKTK;HaminaKotka;KAN;KANTASATAMA;V1;KANV1
FIKTK;HaminaKotka;KAN;KANTASATAMA;V2;KANV2
FIKTK;HaminaKotka;KAN;KANTASATAMA;VP;KANVP
FIKTK;HaminaKotka;KAN;KANTASATAMA;V3;KANV3
FIKTK;HaminaKotka;KAN;KANTASATAMA;V4;KANV4
FIKTK;HaminaKotka;KAN;KANTASATAMA;I1;KANI1
FIKTK;HaminaKotka;KAN;KANTASATAMA;I1-2;KANI1-2
FIKTK;HaminaKotka;KAN;KANTASATAMA;I2;KANI2
FIKTK;HaminaKotka;KAN;KANTASATAMA;I2-3;KANI2-3
FIKTK;HaminaKotka;KAN;KANTASATAMA;N/A_I4;KANI4  (Ei käytössä)
FIKTK;HaminaKotka;KAN;KANTASATAMA;N/I4-5;KANI4-5  (Ei käytössä)
FIKTK;HaminaKotka;LAN;LÄNSISATAMA;L1;LAN1
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);A1;MUSA1
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);A1-2;MUSA1-2
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);A2;MUSA2
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);A2-3;MUSA2-3
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);A3;MUSA3
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);A3-4;MUSA3-4
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);A4;MUSA4
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);N/A4-5;MUSA4-5  (Ei käytössä)
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);N/A_A5;MUSA5  (Ei käytössä)
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);N/A5-6;MUSA5-6  (Ei käytössä)
FIKTK;HaminaKotka;MUSKU;MUSSALO (KUIVA);N/A_A6;MUSA6  (Ei käytössä)
FIKTK;HaminaKotka;PUI;ÖLJYSATAMA;O1;PUIÖ1
FIKTK;HaminaKotka;PUI;ÖLJYSATAMA;O2;PUIÖ2
FIKTK;HaminaKotka;SUSAT;SUNILA, SATAMA OY;S3;SUNS3
FIKTK;HaminaKotka;SUSAT;SUNILA, SATAMA OY;S4;SUNS4
FIKTK;HaminaKotka;HIE;HIETANEN;H7;HIEH7
FIKTK;HaminaKotka;HIE;HIETANEN;H3;HIEH3
FIKTK;HaminaKotka;HIE;HIETANEN;H4;HIEH4
FIKTK;HaminaKotka;HIE;HIETANEN;H5;HIEH5
FIKTK;HaminaKotka;HIE;HIETANEN;H6;HIEH6
FIKTK;HaminaKotka;HOY;HÖYRYVOIMA;M1;HÖYM1
FIKTK;HaminaKotka;MUSNE;MUSSALO (NESTE);N1;MUSN1
FIKTK;HaminaKotka;MUSNE;MUSSALO (NESTE);N2;MUSN2
FIKTK;HaminaKotka;SUSUN;SUNILA, SUNILA OY;S1;SUNS1
FIKTK;HaminaKotka;SUSUN;SUNILA, SUNILA OY;S2;SUNS2
FIKTK;HaminaKotka;HET;HIETANEN ETELÄ;T1;PUOT1
FIKTK;HaminaKotka;HET;HIETANEN ETELÄ;T2;PUOT2
FIKTK;HaminaKotka;HET;HIETANEN ETELÄ;T3;PUOT3
FIKTK;HaminaKotka;HET;HIETANEN ETELÄ;T4;PUOT4
FIKTK;HaminaKotka;KAN;KANTASATAMA;N/A_I5;KANI5  (Ei käytössä)
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);C0;MUSC0
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);C1;MUSC1
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);C2;MUSC2
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);C3;MUSC3
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);C4;MUSC4
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);C5;MUSC5
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);B0;MUSB0
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);B1;MUSB1
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);B2;MUSB2
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);B3;MUSB3
FIKTK;HaminaKotka;MUSKO;MUSSALO (KONTTI);B4;MUSB4
FIKTK;HaminaKotka;ANK;ANKKURISSA;HAV;HAVOURI
FIKTK;HaminaKotka;ANK;ANKKURISSA;PIRK;PIRKÖYRI
FIKTK;HaminaKotka;KAN;KANTASATAMA;I3;KANI3
FIKTK;HaminaKotka;LAN;LÄNSISATAMA;L2;LAN2
FIKTK;HaminaKotka;HIE;HIETANEN;N/A;HIEH7 (Ei käytössä)
FIKTK;HaminaKotka;MUU;Ei tiedossa;MUU;Ei tiedossa
FIKTK;HaminaKotka;ANK;ANKKURISSA;MUU;Ei tiedossa
FIKTK;HaminaKotka;HAL;HALLA;MUU;Ei tiedossa
FIKTK;HaminaKotka;HIE;HIETANEN;MUU;Ei tiedossa
FIKTK;HaminaKotka;HOY;HÖYRYVOIMA;MUU;Ei tiedossa
FIKTK;HaminaKotka;KAN;KANTASATAMA;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;PALOK;Palokangas;PK3;PK3
FIHMN;Haminan kaupunki;KLA;Klamila;KLA;KLA
FIHMN;Haminan kaupunki;PALOK;Palokangas;PK1;PK1
FIHMN;Haminan kaupunki;LAKUL;Lakulahti;L8;L8
FIHMN;Haminan kaupunki;LAKUL;Lakulahti;L7;L7
FIHMN;Haminan kaupunki;LAKUL;Lakulahti;L6;L6
FIHMN;Haminan kaupunki;LAKUL;Lakulahti;L5;L5
FIHMN;Haminan kaupunki;LAKUL;Lakulahti;L4;L4
FIHMN;Haminan kaupunki;LAKUL;Lakulahti;L3;L3
FIHMN;Haminan kaupunki;LAKUL;Lakulahti;L2;L2
FIHMN;Haminan kaupunki;LAKUL;Lakulahti;L1;L1
FIHMN;Haminan kaupunki;EU;Konttisatama;EU3;EU3
FIHMN;Haminan kaupunki;EU;Konttisatama;EU2;EU2
FIHMN;Haminan kaupunki;EU;Konttisatama;EU1;EU1
FIHMN;Haminan kaupunki;EU;Konttisatama;EU0;EU0
FIHMN;Haminan kaupunki;HILLO;Hillo;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;GAS;Kaasulaituri;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;KLA;Klamila;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;EU;Konttisatama;EU4;EU4
FIHMN;Haminan kaupunki;LAKUL;Lakulahti;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;PALOK;Palokangas;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;SUM;Summa;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;OIL;Öljysatama;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;MUU;Ei tiedossa;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;SUM;Summa;SUM;SUM
FIHMN;Haminan kaupunki;OIL;Öljysatama;O3;Ö3
FIHMN;Haminan kaupunki;TERVA;Tervasaari;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;OIL;Öljysatama;O1;Ö1
FIHMN;Haminan kaupunki;OIL;Öljysatama;O2;Ö2
FIHMN;Haminan kaupunki;ANK;Ankkurissa;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;HIIRK;Hiirenkari;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;EU;Konttisatama;MUU;Ei tiedossa
FIHMN;Haminan kaupunki;HIIRK;Hiirenkari;HK1;HK1
FIHMN;Haminan kaupunki;HIIRK;Hiirenkari;HK2;HK2
FIHMN;Haminan kaupunki;HIIRK;Hiirenkari;HK3;HK3
FIHMN;Haminan kaupunki;HIIRK;Hiirenkari;HK4;HK4
FIHMN;Haminan kaupunki;HIIRK;Hiirenkari;HK5;HK5
FIHMN;Haminan kaupunki;HIIRK;Hiirenkari;HK6;HK6
FIHMN;Haminan kaupunki;HILLO;Hillo;H1;H1
FIHMN;Haminan kaupunki;HILLO;Hillo;H2;H2
FIHMN;Haminan kaupunki;HILLO;Hillo;H3;H3
FIHMN;Haminan kaupunki;HILLO;Hillo;H4;H4
FIHMN;Haminan kaupunki;GAS;Kaasulaituri;FG;FG
FIHMN;Haminan kaupunki;PALOK;Palokangas;PK2;PK2
FIHKO;Hanko;MUU;Ei tiedossa;MUU;Ei tiedossa
FIHKO;Hanko;OUT;ULKOSATAMA;OH1;Outer Harbour 1
FIHKO;Hanko;FISH;TROOLISATAMA;FISH;Troolisatama
FIHKO;Hanko;WEST;LÄNSISATAMA;RR1;Roro 1
FIHKO;Hanko;LEVA;LEVATOR;LEV;Levator
FIHKO;Hanko;ANK;ANKKURISSA;ANK 1;Georgsbank
FIHKO;Hanko;WEST;LÄNSISATAMA;RR3;Roro 3
FIHKO;Hanko;KOV;KOVERHAR;MUU;Ei tiedossa
FIHKO;Hanko;OUT;ULKOSATAMA;OH2;Outer Harbour 2
FIHKO;Hanko;WEST;LÄNSISATAMA;RR2;Roro 2
FIHKO;Hanko;ANK;ANKKURISSA;ANK 3;Koverhar
FIHKO;Hanko;ANK;ANKKURISSA;ANK 2;Gustavsvärn
FIHKO;Hanko;KOV;KOVERHAR;KOV2;Pohjois laituri
FIHKO;Hanko;KOV;KOVERHAR;KOV1;Etelä laituri
FIHKO;Hanko;WEST;LÄNSISATAMA;RR4;Roro 4
FIHKO;Hanko;WEST;LÄNSISATAMA;RR5;Roro 5
FIHAU;Haukipudas;MUU;Ei tiedossa;MUU;Ei tiedossa
FIHEL;Helsinki;ANK;Ankkurissa;MUU;Ei tiedossa
FIHEL;Helsinki;ES;Eteläsatama;MUU;Ei tiedossa
FIHEL;Helsinki;OIL;Laajasalo;MUU;POISTETTU Ei tiedossa
FIHEL;Helsinki;LS;Länsisatama;MUU;Ei tiedossa
FIHEL;Helsinki;SO;Pohjoissatama;MUU;POISTETTU Ei tiedossa
FIHEL;Helsinki;VTL;Vuosaari, telakka;MUU;Ei tiedossa
FIHEL;Helsinki;MUU;Ei tiedossa;MUU;Ei tiedossa
FIHEL;Helsinki;ES;Eteläsatama;EKJ;Jäänmurtajalaituri
FIHEL;Helsinki;ES;Eteläsatama;EKL;Katajanokan laituri
FIHEL;Helsinki;LS;Länsisatama;LEL;Hiililaituri
FIHEL;Helsinki;LS;Länsisatama;LHA;Munkkisaari A
FIHEL;Helsinki;LS;Länsisatama;LHB;Munkkisaari B
FIHEL;Helsinki;LS;Länsisatama;LHC;Hernesaari C
FIHEL;Helsinki;LS;Länsisatama;LHD;Hernesaari D
FIHEL;Helsinki;LS;Länsisatama;LJ3;Jätkän lauttapaikka 3
FIHEL;Helsinki;LS;Länsisatama;LJ4;Jätkän lauttapaikka 4
FIHEL;Helsinki;LS;Länsisatama;LJ5;Jätkän lauttapaikka 5
FIHEL;Helsinki;LS;Länsisatama;LJ6;Jätkän lauttapaikka 6
FIHEL;Helsinki;LS;Länsisatama;LJA;POISTETTU Jätkän laituripaikka A - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LJB;POISTETTU Jätkän laituripaikka B - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LJC;POISTETTU Jätkän laituripaikka C - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LJD;POISTETTU Jätkän laituripaikka D - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LJE;POISTETTU Jätkän laituripaikka E - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LKL;Hietalahden korkealaituri
FIHEL;Helsinki;LS;Länsisatama;LM9;Melkinlaituri 9
FIHEL;Helsinki;LS;Länsisatama;LMA;Melkinlaituri A
FIHEL;Helsinki;LS;Länsisatama;LMB;Melkinlaituri B
FIHEL;Helsinki;LS;Länsisatama;LML;POISTETTU Hietalahden matalalaituri - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LMY;Masa Yards - telakka
FIHEL;Helsinki;LS;Länsisatama;LS8;POISTETTU Saukonlaituri 8 - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LSA;POISTETTU Saukonlaituri A - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LSH;Hiekkalaituri
FIHEL;Helsinki;LS;Länsisatama;LSL;POISTETTU Sillilaituri - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LTA;POISTETTU Tammasaarenlaituri - ei käytössä
FIHEL;Helsinki;LS;Länsisatama;LV7;POISTETTU Valtamerilaituri 7 - ei käytössä
FIHEL;Helsinki;ANK;Ankkurissa;RED;Ankkuripaikka
FIHEL;Helsinki;OIL;Laajasalo;OLA;POISTETTU Shellin laituri - ei käytössä
FIHEL;Helsinki;OIL;Laajasalo;OLB;POISTETTU Nesteen laituri - ei käytössä
FIHEL;Helsinki;OIL;Laajasalo;OLC;POISTETTU Esson laituri - ei käytössä
FIHEL;Helsinki;SO;Pohjoissatama;SHA;Hanasaaren laituri A
FIHEL;Helsinki;SO;Pohjoissatama;SHB;Hanasaaren laituri B
FIHEL;Helsinki;SO;Pohjoissatama;SIT;POISTETTU Sompan itälaituri - ei käytössä
