NUMERO;LAM_NUMERO;TSA_NIMI;NIMI_FI;NIMI_SE;NIMI_EN;TIE;TIEOSA;ETAISYYS;X;Y;KORKEUS;MAAKUNNAN_NIMI
24122;1122;L_vt13_Veteli;Tie 13 Veteli;Väg 13 Vetil;Road 13 Veteli;13;113;3516;7036983;346200;0;Keski-Pohjanmaa
24064;1064;L_vt13_Perho_Möttönen;Tie 13 Perho, Möttönen;Väg 13 Perho, Möttönen;Road 13 Perho, Möttönen;13;121;1621;7006637;375244;0;Keski-Pohjanmaa
24065;1065;L_vt18_Ähtäri_Inha;Tie 18 Ähtäri, Inha;Väg 18 Ähtäri, Inha;Road 18 Ähtäri, Inha;18;26;984;6939360;352057;0;Keski-Pohjanmaa
24040;1040;L_vt28_Kannus;Tie 28 Kannus;Väg 28 Kannus;Road 28 Kannus;28;6;603;7089600;345942;0;Keski-Pohjanmaa
24038;1038;L_kt63_Kaustinen;Tie 63 Kaustinen;Väg 63 Kaustby;Road 63 Kaustinen;63;17;3460;7052008;338660;0;Keski-Pohjanmaa
24101;1101;L_vt4_Pyhäjärvi;Tie 4 Pyhäjärvi;Väg 4 Pyhäjärvi;Road 4 Pyhäjärvi;4;332;2902;7055458;439946;0;Pohjois-Pohjanmaa
24121;1121;L_vt4_Kärsämäki;Tie 4 Kärsämäki;Väg 4 Kärsämäki;Road 4 Kärsämäki;4;341;3360;7091649;441359;0;Pohjois-Pohjanmaa
24221;1221;L_vt4_Rantsila;Tie 4 Rantsila;Väg 4 Frantsila;Road 4 Rantsila;4;352;2390;7140402;444688;0;Pohjois-Pohjanmaa
24236;1236;L_vt4_Ala-Temmes;Tie 4 Alatemmes;Väg 4 Alatemmes;Road 4 Alatemmes;4;362;5270;7184096;430880;0;Pohjois-Pohjanmaa
24243;1243;L_vt4_Luhasto;Tie 4 Luhasto;Väg 4 Luhasto;Road 4 Luhasto;4;363;3300;7191775;429035;0;Pohjois-Pohjanmaa
24226;1226;L_vt4_Kempele;Tie 4 Kempele;Väg 4 Kempele;Road 4 Kempele;4;364;4245;7199641;430874;0;Pohjois-Pohjanmaa
24201;1201;L_vt4_Oulu_Mäntylä;Tie 4 Oulu, Mäntylä;Väg 4 Uleåborg, Mäntylä;Road 4 Oulu, Mäntylä;4;367;2297;7206975;430014;0;Pohjois-Pohjanmaa
24251;1251;L_vt4_Oulu_Lintula;Tie 4 Oulu, Lintula;Väg 4 Uleåborg, Lintula;Road 4 Oulu, Lintula;4;367;4096;7205755;429402;0;Pohjois-Pohjanmaa
24250;1250;L_vt4_Välkkylä;Tie 4 Välkkylä;Väg 4 Välkkylä;Road 4 Välkkylä;4;401;450;7210491;429760;0;Pohjois-Pohjanmaa
24237;1237;L_vt4_Oulu;Tie 4 Oulu, Intiö;Väg 4 Uleåborg, Intiö;Road 4 Oulu, Intiö;4;401;1657;7211637;429810;0;Pohjois-Pohjanmaa
24244;1244;L_vt4_Laanila;Tie 4 Oulu, Laanila;Väg 4 Uleåborg, Laanila;Road 4 Oulu, Laanila;4;402;862;7212828;429279;0;Pohjois-Pohjanmaa
24238;1238;L_vt4_Isko;Tie 4 Linnanmaa;Väg 4 Linnanmaa;Road 4 Linnanmaa;4;403;844;7214497;427805;0;Pohjois-Pohjanmaa
24246;1246;L_vt4_Kuivasjärvi;Tie 4 Oulu, Kuivasjärvi;Väg 4 Uleåborg, Kuivasjärvi;Road 4 Oulu, Kuivasjärvi;4;403;4120;7217646;426584;0;Pohjois-Pohjanmaa
24231;1231;L_vt4_Kalimenoja;Tie 4 Kello;Väg 4 Kello;Road 4 Kello;4;405;1508;7223077;426308;0;Pohjois-Pohjanmaa
24202;1202;L_vt4_Ii;Tie 4 Ii;Väg 4 Ijo;Road 4 Ii;4;409;4295;7243073;424141;0;Pohjois-Pohjanmaa
24229;1229;L_vt4_Kuivaniemi;Tie 4 Ii, Kuivaniemi;Väg 4 Ijo, Kuivaniemi;Road 4 Ii, Kuivaniemi;4;416;685;7270421;418629;0;Pohjois-Pohjanmaa
24234;1234;L_vt5_Toranki;Tie 5 Kuusamo, Toranki;Väg 5 Kuusamo, Toranki;Road 5 Kuusamo, Toranki;5;355;5106;7315755;598431;0;Pohjois-Pohjanmaa
24203;1203;L_vt5_Kuusamo;Tie 5 Kuusamo;Väg 5 Kuusamo;Road 5 Kuusamo;5;359;2479;7328314;597113;0;Pohjois-Pohjanmaa
24052;1052;L_vt8_Himanka;Tie 8 Himanka;Väg 8 Himango;Road 8 Himanka;8;412;1023;7106847;336083;0;Pohjois-Pohjanmaa
24124;1124;L_vt8_Rahvo;Tie 8 Kalajoki, Rahvo;Väg 8 Kalajoki, Rahvo;Road 8 Kalajoki, Rahvo;8;418;2347;7131807;352466;0;Pohjois-Pohjanmaa
24204;1204;L_vt8_Raahe;Tie 8 Raahe;Väg 8 Brahestad;Road 8 Raahe;8;429;5217;7175735;383690;0;Pohjois-Pohjanmaa
24235;1235;L_vt8_Lapinkangas;Tie 8 Liminka;Väg 8 Limingo;Road 8 Liminka;8;438;1905;7185116;421508;0;Pohjois-Pohjanmaa
24254;1254;L_vt20_Rusko2;Tie 20 Oulu, Rusko;Väg 20 Uleåborg, Rusko;Road 20 Oulu, Rusko;20;3;4706;7215280;434484;0;Pohjois-Pohjanmaa
24223;1223;L_vt20_Kiiminki;Tie 20 Kiiminki;Väg 20 Kiiminki;Road 20 Kiiminki;20;4;280;7216419;435911;0;Pohjois-Pohjanmaa
24230;1230;L_vt20_Rankkila;Tie 20 Pudasjärvi, Rankkil;Väg 20 Pudasjärvi, Rankkila;Road 20 Pudasjärvi, Rankkila;20;14;4277;7238454;487428;0;Pohjois-Pohjanmaa
24232;1232;L_vt20_Kettumäki;Tie 20 Kettumäki;Väg 20 Kettumäki;Road 20 Kettumäki;20;22;3706;7254946;519612;0;Pohjois-Pohjanmaa
24224;1224;L_vt20_Pintamo;Tie 20 Pudasjärvi, Pintamo;Väg 20 Pudasjärvi, Pintamo;Road 20 Pudasjärvi, Pintamo;20;23;3509;7257988;527829;0;Pohjois-Pohjanmaa
24241;1241;L_vt22_Maikkula;Tie 22 Maikkula;Väg 22 Maikkula;Road 22 Maikkula;22;2;2500;7208037;431310;0;Pohjois-Pohjanmaa
24227;1227;L_vt22_Muhos;Tie 22 Muhos;Väg 22 Muhos;Road 22 Muhos;22;6;5994;7192706;447237;0;Pohjois-Pohjanmaa
24104;1104;L_vt27_Alavieska;Tie 27 Alavieska;Väg 27 Alavieska;Road 27 Alavieska;27;4;1058;7113605;371084;0;Pohjois-Pohjanmaa
24105;1105;L_vt27_Haapajärvi;Tie 27 Haapajärvi;Väg 27 Haapajärvi;Road 27 Haapajärvi;27;14;7519;7069276;431185;0;Pohjois-Pohjanmaa
24103;1103;L_vt28_Sievi;Tie 28 Sievi;Väg 28 Sievi;Road 28 Sievi;28;17;426;7084837;388747;0;Pohjois-Pohjanmaa
24225;1225;L_kt78_Pudasjärvi;Tie 78 Pudasjärvi;Väg 78 Pudasjärvi;Road 78 Pudasjärvi;78;208;3300;7283008;485624;0;Pohjois-Pohjanmaa
24123;1123;L_kt86_Oulainen;Tie 86 Oulainen;Väg 86 Oulais;Road 86 Oulainen;86;12;2326;7125871;394802;0;Pohjois-Pohjanmaa
24205;1205;L_kt86_Liminka;Tie 86 Liminka;Väg 86 Limingo;Road 86 Liminka;86;26;5350;7177148;422812;0;Pohjois-Pohjanmaa
24233;1233;L_kt88_Alpua;Tie 88 Vihanti, Alpua;Väg 88 Vihanti, Alpua;Road 88 Vihanti, Alpua;88;7;1583;7148890;410987;0;Pohjois-Pohjanmaa
24239;1239;L_st815_Lentokentäntie;Tie 815 Oulunsalo;Väg 815 Uleåsalo;Road 815 Oulunsalo;815;2;1700;7203787;428736;0;Pohjois-Pohjanmaa
24248;1248;L_st815_Oulunsalo;Tie 815 Oulunsalo;Väg 815 Uleåsalo;Road 815 Oulunsalo;815;3;350;7202256;425006;0;Pohjois-Pohjanmaa
24249;1249;L_st815_Lunki;Tie 815 Lunki;Väg 815 Lunki;Road 815 Lunki;815;3;1585;7202029;424278;0;Pohjois-Pohjanmaa
24253;1253;L_st816_Hailuoto;Tie 816 Hailuoto;Väg 816 Karlö;Road 816 Hailuoto;816;5;850;7214454;408409;0;Pohjois-Pohjanmaa
24222;1222;L_st847_Tupos;Tie 4 Liminka, Tupos;Väg 4 Limingo, Tupos;Road 4 Liminka, Tupos;847;1;1774;7190439;428382;0;Pohjois-Pohjanmaa
24247;1247;L_st847_Oulunlahti;Tie 847 Oulunlahti;Väg 847 Oulunlahti;Road 847 Oulunlahti;847;3;1770;7206206;429000;0;Pohjois-Pohjanmaa
24228;1228;L_st847_Haukipudas;Tie 847 Haukipudas;Väg 847 Haukipudas;Road 847 Haukipudas;847;5;1860;7222678;423629;0;Pohjois-Pohjanmaa
24252;1252;L_st866_Kuusamo_T;Tie 866 Kuusamo;Väg 866 Kuusamo;Road 866 Kuusamo;866;7;6365;7298065;641119;0;Pohjois-Pohjanmaa
24321;1321;L_vt5_Hatulanmäki;Tie 5 Hatulanmäki;Väg 5 Hatulanmäki;Road 5 Hatulanmäki;5;228;3116;7096290;520006;0;Kainuu
24322;1322;L_vt5_Nuottijärvi;Tie 5 Nuottijärvi;Väg 5 Nuottijärvi;Road 5 Nuottijärvi;5;233;400;7114879;525522;0;Kainuu
24301;1301;L_vt5_Rytivaara;Tie 5 Rytivaara;Väg 5 Rytivaara;Road 5 Rytivaara;5;306;3986;7132840;550353;0;Kainuu
24302;1302;L_vt5_Ristijärvi;Tie 5 Ristijärvi;Väg 5 Ristijärvi;Road 5 Ristijärvi;5;311;1905;7151769;556554;0;Kainuu
24328;1328;L_vt5_Tapiola;Tie 5 Tapiola;Väg 5 Tapiola;Road 5 Tapiola;5;337;4546;7250736;595231;0;Kainuu
24323;1323;L_vt6_Korholanmäki;Tie 6 Sotkamo, Korholanmäk;Väg 6 Sotkamo, Korholanmäki;Road 6 Sotkamo, Korholanmäki;6;435;450;7112791;548421;0;Kainuu
24324;1324;L_vt22_Törmäkylä;Tie 22 Törmäkylä;Väg 22 Törmäkylä;Road 22 Törmäkylä;22;17;1660;7164514;483288;0;Kainuu
24329;1329;L_vt22_Mieslahti;Tie 22 Paltamo, Mieslahti;Väg 22 Paltamo, Mieslahti;Road 22 Paltamo, Mieslahti;22;30;5881;7140986;545978;0;Kainuu
24326;1326;L_vt28_Vuottolahti;Tie 28 Vuottolahti;Väg 28 Vuottolahti;Road 28 Vuottolahti;28;45;1816;7109866;512934;0;Kainuu
24303;1303;L_kt75_Kankivaara;Tie 75 Kankivaara;Väg 75 Kankivaara;Road 75 Kankivaara;75;33;2720;7098978;628664;0;Kainuu
24327;1327;L_kt78_Aska;Tie 78 Arska;Väg 78 Arska;Road 78 Arska;78;116;1860;7214050;532959;0;Kainuu
24325;1325;L_kt89_Vartius;Tie 89 Vartius;Väg 89 Vartius;Road 89 Vartius;89;18;522;7155186;639373;0;Kainuu
24452;1452;L_vt4_Marostenmäki;Tie 4 Kemi, Marostenmäki;Väg 4 Kemi, Marostenmäki;Road 4 Kemi, Marostenmäki;4;423;3125;7287564;393718;0;Lappi
24453;1453;L_vt4_Siikalahti;Tie 4 Kemi, Siikalahti;Väg 4 Kemi, Siikalahti;Road 4 Kemi, Siikalahti;4;424;2764;7289780;391074;0;Lappi
24454;1454;L_vt4_Peurasaari;Tie 4 Kemi, Peurasaari;Väg 4 Kemi, Peurasaari;Road 4 Kemi, Peurasaari;4;425;1622;7291661;389637;0;Lappi
24455;1455;L_vt4_Karjalahti;Tie 4 Kemi, Karjalahti;Väg 4 Kemi, Karjalahti;Road 4 Kemi, Karjalahti;4;425;2981;7292986;389401;0;Lappi
24456;1456;L_vt4_Kivikko;Tie 4 Kemi, Kivikko;Väg 4 Kemi, Kivikko;Road 4 Kemi, Kivikko;4;425;4583;7294478;388833;0;Lappi
24457;1457;L_vt4_Ristikangas;Tie 4 Kemi, Ristikangas;Väg 4 Kemi, Ristikangas;Road 4 Kemi, Ristikangas;4;426;562;7295652;388795;0;Lappi
24437;1437;L_vt4_mp3_Jokisuu;Tie 4 Jokisuu;Väg 4 Jokisuu;Road 4 Jokisuu;4;426;4377;7298857;386752;0;Lappi
24438;1438;L_vt4_mp2_Jokisuu;Tie 4 Jokisuu;Väg 4 Jokisuu;Road 4 Jokisuu;4;426;4934;7299272;386630;0;Lappi
24401;1401;L_vt4_Tervola;Tie 4 Tervola;Väg 4 Tervola;Road 4 Tervola;4;435;716;7330732;398706;0;Lappi
24451;1451;L_vt4_Ala-Korkalo;Tie 4 Rovaniemi, Ala-Korkalo;Väg 4 Rovaniemi, Ala-Korkalo;Road 4 Rovaniemi, Ala-Korkalo;4;448;2546;7371115;435594;0;Lappi
24450;1450;L_vt4_Revontuli;Tie 4 Rovaniemi;Väg 4 Rovaniemi;Road 4 Rovaniemi;4;501;650;7376676;443312;0;Lappi
24424;1424;L_vt4_Olkkajärvi;Tie 4 Rovaniemi, Olkkajärv;Väg 4 Rovaniemi, Olkkajärvi;Road 4 Rovaniemi, Olkkajärvi;4;504;3500;7387087;458885;0;Lappi
24448;1448;L_vt4_Torvinen;Tie 4 Torvinen;Väg 4 Torvinen;Road 4 Torvinen;4;517;11153;7449088;484338;0;Lappi
24449;1449;L_vt4_Yläpostojoki;Tie 4 Yläpostojoki;Väg 4 Yläpostojoki;Road 4 Yläpostojoki;4;531;2960;7510209;489595;0;Lappi
24402;1402;L_vt4_Ivalo;Tie 4 Ivalo;Väg 4 Ivalo;Road 4 Ivalo;4;550;4680;7600576;520541;0;Lappi
24444;1444;L_vt4_Utsjoki;Tie 4 Utsjoki;Väg 4 Utsjoki;Road 4 Utsjoki;4;582;5750;7755490;500994;0;Lappi
24426;1426;L_vt5_Suomu;Tie 5 Suomu;Väg 5 Suomu;Road 5 Suomu;5;375;529;7381743;549255;0;Lappi
24403;1403;L_vt5_Kemijärvi;Tie 5 Kemijärvi;Väg 5 Kemi träsk;Road 5 Kemijärvi;5;405;5100;7416066;519679;0;Lappi
24458;1458;L_v21_Tornio;Tie 21 Tornio;Väg 21 Torneå;Road 21 Tornio;21;106;30;7308523;370790;0;Lappi
24459;1459;L_v21_Ylitornio;Tie 21 Ylitornio;Väg 21 Övertorneåo;Road 21 Ylitornio;21;118;1340;7364519;352229;0;Lappi
24421;1421;L_vt21_Kolari;Tie 21 Kolari;Väg 21 Kolari;Road 21 Kolari;21;140;2278;7460153;365822;0;Lappi
24447;1447;L_vt21_Kilpisjärvi_T;Tie 21 Enontekiö, Kilpisjä;Väg 21 Enontekis, Kilpisjärv;Road 21 Enontekiö, Kilpisjärvi;21;238;125;7671697;251660;0;Lappi
24439;1439;L_vt29_Luukkaankangas;Tie 29 Kemi, Luukkaankanga;Väg 29 Kemi, Luukkaankangas;Road 29 Kemi, Luukkaankangas;29;1;4688;7303122;380992;0;Lappi
24440;1440;L_vt29_mp1c_Tornio;Tie 29 Tornio 1;Väg 29 Torneå 1;Road 29 Tornio 1;29;2;3350;7305021;372509;0;Lappi
24441;1441;L_vt29_mp1a_Tornio;Tie 29 Tornio 2;Väg 29 Torneå 2;Road 29 Tornio 2;29;2;3500;7305044;372362;0;Lappi
24431;1431;L_vt29_Tornio;Tie 9211 Tornio;Väg 9211 Torneå;Road 9211 Tornio;29;3;2510;7305157;369586;0;Lappi
24425;1425;L_kt78_Saukkokangas;Tie 78 Ranua, Saukkokangas;Väg 78 Ranua, Saukkokangas;Road 78 Ranua, Saukkokangas;78;217;5531;7337703;466065;0;Lappi
24422;1422;L_kt79_Jääskö;Tie 79 Jääskö;Väg 79 Jääskö;Road 79 Jääskö;79;14;1737;7431496;423575;0;Lappi
24423;1423;L_kt81_Peräposio;Tie 81 Posio, Peräposio;Väg 81 Posio, Peräposio;Road 81 Posio, Peräposio;81;20;8600;7340947;533792;0;Lappi
24405;1405;L_kt82_Misi;Tie 82 Rovaniemi, Misi;Väg 82 Rovaniemi, Misi;Road 82 Rovaniemi, Misi;82;4;4690;7395190;483776;0;Lappi
24430;1430;L_kt82_Salla_Kelloselkä;Tie 82 Salla, Kelloselkä;Väg 82 Salla, Kelloselkä;Road 82 Salla, Kelloselkä;82;20;3180;7426581;588861;0;Lappi
24427;1427;L_kt83_Raanujärvi;Tie 83 Ylitornio, Raanujär;Väg 83 Övertorneå, Raanujärv;Road 83 Ylitornio, Raanujärvi;83;10;5189;7393334;404920;0;Lappi
24429;1429;L_kt91_Rajajooseppi;Tie 91 Inari, Rajajooseppi;Väg 91 Enare, Rajajooseppi;Road 91 Inari, Rajajooseppi;91;7;9035;7596677;560296;0;Lappi
24445;1445;L_kt92_Karigasniemi;Tie 92 Karigasniemi;Väg 92 Karigasniemi;Road 92 Karigasniemi;92;12;5200;7699316;454090;0;Lappi
24446;1446;L_kt93_Kivilompolo;Tie 93 Enontekiö, Kivilomp;Väg 21 Enontekis, Kivilompol;Road 93 Enontekiö, Kivilompolo;93;12;4368;7620969;350688;0;Lappi
24432;1432;L_kt98_Aavasaksa;Tie 98 Aavasaksa;Väg 98 Aavasaksa;Road 98 Aavasaksa;98;1;400;7366370;351666;0;Lappi
24404;1404;L_st921_Kaakamo;Tie 921 Tornio;Väg 921 Torneå;Road 921 Tornio;921;2;1419;7300769;383581;0;Lappi
24433;1433;L_st937_Pello;Tie 937 Pello;Väg 937 Pello;Road 937 Pello;937;1;250;7412561;367737;0;Lappi
24434;1434;L_st943_Kolari;Tie 943 Kolari;Väg 943 Kolari;Road 943 Kolari;943;1;4900;7470028;360122;0;Lappi
24435;1435;L_st954_Muonio;Tie 954 Muonio;Väg 954 Muonio;Road 954 Muonio;954;1;119;7540030;360070;0;Lappi
24436;1436;L_st959_Karesuvanto;Tie 959 Enontekiö, Karesuv;Väg 21 Enontekis, Karesuvant;Road 959 Enontekiö, Karesuvant;959;1;700;7599466;315038;0;Lappi
24443;1443;L_st970_Nuorgam;Tie 970 Utsjoki, Nuorgam;Väg 970 Utsjoki, Nuorgam;Road 970 Utsjoki, Nuorgam;970;22;2330;7775781;536807;0;Lappi
24442;1442;L_st971_Näätämö;Tie 971 Inari, Näätämö;Väg 971 Enare, Näätämö;Road 971 Inari, Näätämö;971;18;6200;7730648;582189;0;Lappi
24499;1499;L_vt29_mp1b_Tornio;Tie 971 Tornio 3;Väg 971 Torneå 3;Road 971 Tornio 3;971;18;6200;7730469;582411;0;Lappi
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;